0	0
1	0
2	0
3	1
4	2
5	2
6	3
7	4
8	5
9	4
10	6
11	0
12	7
13	0
14	2
15	0
16	0
17	0
18	8
19	6
20	2
21	9
22	10
23	11
24	7
25	12
26	12
27	12
28	2
29	2
30	2
31	13
32	0
33	0
34	14
35	2
36	15
37	0
38	16
39	16
40	17
41	14
42	4
43	0
44	18
45	19
46	6
47	20
48	21
49	6
50	2
51	22
52	23
53	4
54	2
55	24
56	25
57	26
58	2
59	27
60	28
61	29
62	12
63	7
64	30
65	30
66	31
67	32
68	6
69	33
70	6
71	2
